id	text	HS	TR	AG
6888	vmsp000 aq0000 nc0s000 vmn0000 vmn0000 pp000000 np00000 np00000 np00000 np00000 fat	0	0	0
6889	np00000 np00000 np00000 nc00000 aq0000 nc0s000 vmn0000 np00000 np00000 np00000 cc np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 nc0s000 word	0	0	0
6890	fg np00000 np00000 nc0p000 aq0000 vmn0000 np00000 nc00000 np00000 np00000 np00000 np00000 vm00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6891	i np00000 vaip000 np00000 np00000 np00000 np00000 np00000 vmsp000 rg vaip000 np00000 sp000 aq0000 np00000 pd000000 nc0s000	0	0	0
6892	nc0n000 fh np00000 fh z0 cc vmip000 nc0s000 np00000 sp000 nc0s000 np00000 nc0s000 nc0s000 nc0s000 nc0s000 aq0000 vmsp000 vmsp000 vmsp000 nc0s000 vsis000 z0	0	0	0
6893	np00000 np00000 np00000 np00000 vmn0000 sp000 pp000000 vmip000 da0000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 fg np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6894	np00000 nc0n000 aq0000 sp000 nc0s000 vmis000 rg nc0s000 aq0000 nc0s000 aq0000 np00000 np00000 np00000	0	0	0
6895	pp000000 vmip000 da0000 nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
6896	nc0n000 aq0000 aq0000 vmn0000 np00000 nc0s000 np00000 np00000 np00000 vmn0000 pp000000 aq0000 word	0	0	0
6897	i word vmn0000 vmsp000 nc0p000 np00000 z0 nc00000 va00000 aq0000 nc0s000 aq0000 np00000 z0 nc0s000 aq0000	0	0	0
6898	rg np00000 vaip000 fh rg vmip000 nc0s000 aq0000 aq0000 np00000 sp000 np00000 sp000 nc0s000 cc nc0s000 aq0000 vmsp000 np00000 vaip000 fh np00000 vmip000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
6899	np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 vmip000 nc0s000 np00000	0	0	0
6900	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0n000 np00000 sp000 np00000	0	0	0
6901	nc0n000 np00000 nc0s000 np00000 vmn0000 nc0s000 sp000 nc0p000 aq0000 aq0000 np00000 pp000000 np00000 nc0s000 nc0s000 vmsp000 rg	0	0	0
6902	nc0n000 sp000 np00000 fh nc00000 nc0s000 word np00000 nc0p000 aq0000 aq0000 nc0s000 sp000 nc0s000 pp000000 np00000 pp000000 aq0000	0	0	0
6903	np00000 np00000 np00000 np00000 np00000	0	0	0
6904	np00000 np00000 np00000 np00000 np00000 vmsp000 vmg0000 np00000 nc0s000	0	0	0
6905	np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 np00000 vmsp000 aq0000 nc0s000 vmn0000 nc0s000	0	0	0
6906	np00000 np00000 np00000 np00000 np00000 aq0000	0	0	0
6907	np00000 np00000 np00000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000	0	0	0
6908	pp000000 aq0000 vmip000 word	0	0	0
6909	i np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 nc0p000 np00000 z0	0	0	0
6910	np00000 np00000 np00000 z0 f0 np00000 np00000 np00000 np00000 np00000 vmsp000 vmg0000 np00000 nc0s000	0	0	0
6911	dn0000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmg0000 np00000 nc0s000	0	0	0
6912	z0 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 aq0000 fh nc0s000 fh aq0000 nc00000 aq0000 vm00000 di0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6913	ao0000 aq0000 np00000 np00000 np00000 np00000 np00000	0	0	0
6914	pp000000 va00000 nc0s000 aq0000 nc0s000 aq0000 np00000 np00000	0	0	0
6915	np00000 aq0000 nc0p000 vmip000 nc0n000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6916	np00000 np00000 np00000 np00000 sp000 nc0s000 nc0p000 vmip000 nc0s000 np00000 vmsp000 vmsp000 nc0s000 aq0000 vmis000 nc0s000 z0 nc0p000 vmis000 nc0p000	0	0	0
6917	np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0p000 nc0s000 aq0000 np00000 vaip000 nc0s000 aq0000 np00000 vmn0000 nc0s000 np00000 np00000 np00000	0	0	0
6918	np00000 np00000 np00000 vmsp000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6919	np00000 aq0000 dt0000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 nc0s000 np00000 np00000 nc00000 aq0000	0	0	0
6920	fc sp000 np00000 np00000 np00000 nc0p000 vmip000 nc0s000 np00000 np00000 nc0n000 z0 vmis000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
6921	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 nc0p000 cc sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000	0	0	0
6922	np00000 sp000 np00000 np00000 np00000 np00000 aq0000 nc0p000 cc nc0s000 vmsp000 rg np00000 np00000 np00000 nc0s000 nc0s000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6923	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000	0	0	0
6924	np00000 np00000 np00000 np00000 np00000 np00000 aq0000 da0000 nc0s000 aq0000 aq0000 nc0n000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 cc aq0000 nc0n000	0	0	0
6925	np00000 np00000 fh np00000 nc0p000 aq0000 vmsp000 rg np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vsis000 sp000 np00000 np00000 vmn0000 nc0p000 fh np00000 vmip000 np00000	0	0	0
6926	np00000 vmsp000 vmm0000 np00000 nc0s000 np00000 np00000 np00000 vmn0000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 aq0000 nc0s000 np00000 nc0s000 np00000 np00000	0	0	0
6927	np00000 vmis000 np00000 np00000 nc0s000 np00000 np00000 vmn0000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 nc0s000 aq0000 nc0p000 aq0000 vmn0000 di0000 nc00000	0	0	0
6928	pp000000 vmip000 da0000 nc0s000 aq0000 np00000 np00000 sp000 z0 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 cc nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
6929	pp000000 aq0000 vmip000 sp000 np00000 np00000 np00000 np00000 fh np00000 fh np00000 np00000 np00000	0	0	0
6930	nc0s000 nc0s000 cc fx vmip000 np00000 np00000 nc0s000 vmip000 vmn0000 nc0p000 vmip000 nc0s000 np00000 z0 vmip000 np00000 nc0s000	0	0	0
6931	np00000 np00000 np00000 sp000 nc0s000 sp000 nc0s000 aq0000 np00000 np00000 np00000 np00000 sp000 aq0000	0	0	0
6932	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vm00000 di0000 nc0s000	0	0	0
6933	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000 pd000000 np00000 np00000 np00000 np00000	0	0	0
6934	nc0s000 fh np00000 np00000 np00000 cc aq0000 np00000 sp000 np00000	0	0	0
6935	vmm0000 sp000 np00000 np00000 nc0s000 np00000 vmsp000 nc0s000 np00000 vmsp000 vmis000 nc0p000 vmn0000 np00000 np00000 nc0p000 i aq0000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 vaip000 fh rg vmip000 nc0s000	0	0	0
6936	np00000 vm00000 np00000 np00000 fx np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 fx aq0000 np00000 aq0000 np00000 nc0s000	0	0	0
6937	np00000 np00000 np00000 np00000 np00000 sp000 nc0n000 aq0000 np00000 np00000 np00000 np00000 np00000 vmis000 rg aq0000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 vsis000 vmp0000 aq0000	0	0	0
6938	i nc0s000 aq0000 pd000000 vmis000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 nc0s000 sp000 np00000 nc0s000 nc0s000 np00000 z0 np00000 np00000 z0 nc0p000 aq0000 z0 vmis000 np00000	0	0	0
6939	np00000 np00000 np00000 sp000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fh np00000 np00000 np00000 np00000 np00000 np00000 fh np00000 nc0p000 np00000 np00000 np00000 sp000 np00000 aq0000 nc0s000 np00000 np00000	0	0	0
6940	np00000 np00000 np00000 np00000 np00000	0	0	0
6941	sp000 dn0000 nc0s000 np00000 np00000 np00000 np00000 India – np00000 np00000 np00000 vsis000 vmsp000 word np00000 vsis000 vmn0000 np00000	0	0	0
6942	vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 nc0s000 np00000 sp000 nc0s000 vmsp000 np00000 np00000 np00000 np00000 np00000 nc0s000	0	0	0
6943	vmm0000 nc0s000 np00000 aq0000 aq0000 np00000 np00000 np00000 np00000 dn0000 np00000 sp000 nc0s000 cc nc0s000	0	0	0
6944	np00000 pp000000 aq0000 nc0s000 np00000 np00000 np00000 vmsp000 nc0p000 nc0n000 aq0000 nc0s000 cc nc0s000 vmsp000 vmip000 da0000 nc0p000 nc0s000	0	0	0
6945	sp000 pr000000 nc0s000 np00000 sp000 nc0s000 sp000 nc0s000 np00000 nc0s000 aq0000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6946	np00000 vmip000 sp000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6947	np00000 np00000 vmip000 sp000 nc0s000 np00000 np00000 np00000 np00000 np00000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmn0000 nc0s000	0	0	0
6948	np00000 z0 zm nc0s000 np00000 nc0n000 np00000 np00000 np00000 np00000 nc0n000 aq0000 z0 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 aq0000 nc0n000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6949	np00000 np00000 aq0000 nc0s000 sp000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6950	vaip000 vmip000 np00000 np00000 nc0s000 np00000 np00000 np00000 sp000 nc0s000 fc vaip000 sp000 nc0s000 nc0s000 fat vaip000 np00000 np00000 np00000 np00000 fat np00000 np00000 nc0s000 nc0n000 np00000 np00000 vaip000 np00000 np00000 np00000 np00000 np00000	0	0	0
6951	np00000 sp000 aq0000 nc0s000 np00000 np00000 np00000	0	0	0
6952	np00000 np00000 rg np00000 np00000	0	0	0
6953	np00000 np00000 sp000 nc0s000 cc nc0s000 word	0	0	0
6954	np00000 np00000 fh np00000 nc0p000 vs00000 aq0000 sp000 nc0s000 aq0000 vm00000 sp000 nc00000 nc00000 np00000 np00000 np00000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000	0	0	0
6955	vmm0000 nc0s000 aq0000 vsis000 sp000 aq0000 nc0s000 word	0	0	0
6956	np00000 np00000 np00000 rg aq0000 nc0s000 np00000 np00000 np00000 np00000 fh aq0000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmip000 nc0n000 np00000	0	0	0
6957	i word word vsis000 da0000 np00000 np00000 np00000 vm00000 np00000 np00000	0	0	0
6958	vaip000 vaip000 np00000 nc0p000 np00000 np00000 nc0s000 np00000 aq0000 np00000 np00000 nc0s000 np00000 vmsp000 aq0000 nc0s000 aq0000 fh np00000 fh np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0 np00000 np00000	0	0	0
6959	va00000 vmm0000 pp000000 vmn0000 vmn0000 np00000 aq0000 vsip000 nc0s000 nc0p000 vmip000 np00000 nc0s000 vmip000 sp000 aq0000 np00000 np00000 rg nc0n000 aq0000 vmip000 np00000	0	0	0
6960	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6961	np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 va00000 vs00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6962	nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 nc00000 aq0000 vmsp000 rg np00000 np00000 np00000 aq0000 np00000	0	0	0
6963	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 fz nc00000 i i nc0s000 cc fx nc0s000 np00000	0	0	0
6964	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 nc0s000 aq0000 nc0s000 aq0000 nc0s000 cc fx np00000	0	0	0
6965	np00000 np00000 vmsp000 rg np00000 np00000 np00000 np00000 fh np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 z0	0	0	0
6966	aq0000 np00000 sp000 np00000 np00000 np00000 nc00000 np00000 nc0s000 nc0s000 vmip000 nc0s000 nc0n000 da0000 nc0p000 vmsp000 np00000 fs	0	0	0
6967	nc0s000 nc0n000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 nc0s000 fp nc0s000 vmif000 nc0s000 sp000 nc0s000 vm00000 nc0s000 fp	0	0	0
6968	np00000 np00000 np00000 vmsp000 np00000 np00000 np00000 np00000 np00000 vmip000 nc0s000 aq0000 z0 nc0p000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6969	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 z0 vmis000 np00000	0	0	0
6970	vmn0000 nc0s000 pp000000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6971	rg np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6972	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 fh aq0000 np00000 np00000 np00000 sp000 aq0000 nc0s000 np00000 np00000 np00000 np00000	0	0	0
6973	np00000 np00000 sp000 nc0s000 vmis000 nc0p000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6974	np00000 np00000 np00000 nc0s000 vmip000 nc0s000 aq0000 nc0p000 cc nc0s000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 vmif000 nc0s000 np00000 np00000 fp	0	0	0
6975	np00000 np00000 np00000 np00000 nc0p000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000 np00000 nc00000 np00000 np00000	0	0	0
6976	np00000 np00000 nc0s000 np00000 cc nc0s000 np00000 nc0p000 np00000 np00000 np00000 aq0000	0	0	0
6977	np00000 np00000 np00000 np00000 cc nc0s000 aq0000 np00000 np00000	0	0	0
6978	nc0s000 aq0000 np00000	0	0	0
6979	i np00000 np00000 vmn0000	0	0	0
6980	np00000 vmn0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0n000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 nc0p000 np00000 sp000 nc0s000 np00000 sp000 np00000	0	0	0
6981	z0 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 np00000 pd000000	0	0	0
6982	np00000 vmsp000 np00000 vaip000 sp000 nc0s000 np00000 np00000 np00000 sp000 dn0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 np00000 sp000 nc0s000	0	0	0
6983	vaic000 vm00000 di0000 nc0s000 np00000 np00000 vmmp000 np00000 np00000 z0 vmis000 np00000 fh aq0000 np00000 np00000 np00000 np00000 vmis000 nc0s000 vmn0000 nc0s000	0	0	0
6984	rg nc00000 np00000 vmis000 np00000 np00000 np00000 np00000 vsis000 vmsp000 vmn0000 nc0s000 rg vmip000 np00000 z0 np00000 nc0s000 nc0s000 np00000 nc0s000 aq0000 np00000 np00000	0	0	0
6985	np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6986	pp000000 nc0s000 nc0s000 np00000 sp000 np00000 np00000 rg aq0000 nc0s000 nc0s000 nc0s000 aq0000 nc0s000	0	0	0
6987	np00000 nc0p000 nc0s000 vsis000 sp000 np00000 np00000 sp000 nc0s000 nc0s000 vsis000 nc0s000 np00000 np00000 np00000 np00000 np00000 vmip000 np00000 np00000 np00000 np00000 np00000 vaip000 vmip000 nc0s000 np00000 np00000	0	0	0
6988	np00000 vm00000 np00000 np00000 np00000 np00000 np00000 nc0n000 aq0000 np00000 np00000 np00000 np00000 np00000 nc0s000 sp000 nc0s000 nc0s000 aq0000 z0 np00000 vmis000 nc0s000 vmip000 sp000 np00000 np00000 np00000	0	0	0
6989	np00000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 vmsp000 rg sp000 nc0s000 aq0000 np00000 np00000 aq0000 np00000 sp000 z0 np00000 np00000	0	0	0
6990	np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc nc0s000 aq0000 nc0p000 np00000	0	0	0
6991	np00000 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 nc0s000 cc nc0p000 nc0s000 vmip000 sp000 np00000 vmip000 nc0s000 sp000 np00000 np00000	0	0	0
6992	np00000 nc0p000 vmip000 sp000 aq0000 np00000 np00000 nc0s000 np00000	0	0	0
6993	np00000 pd000000 np00000 nc0s000 np00000 np00000 sp000 z0 np00000 np00000 np00000 np00000 np00000 aq0000 np00000 np00000	0	0	0
6994	nc0s000 sp000 nc0s000 cc vmn0000 i word nc0p000 word nc0s000 aq0000 nc0s000 np00000 np00000 np00000 np00000 nc0s000 vsii000 sp000 nc0s000 aq0000 cc nc0p000 nc0s000 np00000 np00000 np00000 np00000 fh np00000 fh np00000 np00000 np00000 np00000	0	0	0
6995	np00000 np00000 np00000 np00000 aq0000 nc0s000 np00000 nc0s000 np00000 np00000 np00000 vmsp000 vmsp000 nc0n000 np00000 z0 np00000 nc0s000 np00000 nc0s000 nc0s000 nc0s000 nc0s000 cc nc0s000 vmsp000	0	0	0
6996	np00000 np00000 nc0s000 nc0s000 nc0s000 aq0000 nc0s000 nc0s000 np00000 fs np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
6997	np00000 np00000 np00000 vmip000 np00000 sp000 nc0s000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 cc nc0s000 vaip000 fh np00000 vmip000 vmn0000 da0000 nc0s000 np00000 np00000	0	0	0
6998	np00000 np00000 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 np00000	0	0	0
6999	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 rg	0	0	0
7000	pp000000 vmip000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 cc vmif000 z0 nc0p000 nc0s000 vmn0000 nc0s000 vmsp000 np00000 np00000 np00000	0	0	0
7001	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 np00000 nc0s000 z0 pd000000 vmip000 np00000 nc0s000 nc0s000 nc0s000 np00000 np00000	0	0	0
7002	va00000 vmis000 np00000 np00000 np00000 vmip000 sp000 nc0s000 cc aq0000 vmip000 nc0s000	0	0	0
7003	va00000 nc0s000 z0 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 vmis000 nc0s000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7004	np00000 np00000 nc0s000 np00000 np00000 vmip000 nc0p000 np00000 np00000 np00000 np00000 z0 np00000 np00000	0	0	0
7005	aq0000 np00000	0	0	0
7006	np00000 np00000 np00000 np00000 np00000 fx np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7007	vaic000 nc0s000 sp000 nc0s000 aq0000 nc0s000 aq0000 np00000 np00000 np00000 np00000 np00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 fh np00000 vmip000 np00000 np00000 np00000 np00000 np00000	0	0	0
7008	vmn0000 np00000 pp000000 aq0000 nc0s000 aq0000 np00000 sp000 nc0s000	0	0	0
7009	vmsp000 vmsi000 vmn0000 pp000000 vm00000 di0000 z0 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc fx sp000 nc0s000 vmip000 np00000	0	0	0
7010	da0000 aq0000 np00000 np00000 np00000 np00000 sp000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0p000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7011	np00000 np00000 np00000 np00000 sp000 nc0s000 cc nc0s000 sp000 nc0s000 nc0s000 cc rg vmip000 nc0p000 np00000 np00000 np00000 np00000 np00000	0	0	0
7012	np00000 np00000 np00000 np00000 np00000 np00000 np00000 sp000 aq0000 vsip000 aq0000 da0000 nc0s000 sp000 sp000 nc0s000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000	0	0	0
7013	np00000 np00000 aq0000 vm00000 z0 nc00000 aq0000 np00000 nc0s000 nc0s000	0	0	0
7014	vmm0000 np00000 np00000 np00000 np00000 vaip000 nc0s000 aq0000 vmis000 np00000 np00000 w	0	0	0
7015	nc0n000 np00000 aq0000 pp000000 aq0000 np00000 np00000 nc0n000 z0	0	0	0
7016	word nc0p000 aq0000 vsip000 np00000 np00000 np00000 nc00000 np00000 np00000 np00000 sp000 np00000 np00000	0	0	0
7017	np00000 np00000 np00000 np00000 aq0000 aq0000 np00000 np00000 cc np00000 np00000 np00000 np00000 np00000 np00000 vmn0000 i np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7018	np00000 np00000 nc0s000 nc0n000 np00000 np00000 pp000000 aq0000 nc0p000 vmn0000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7019	dd0000 aq0000 nc0s000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0p000 np00000 nc0s000 np00000 np00000 np00000 np00000 fh nc00000 fh aq0000 z0 np00000 np00000 vmis000 np00000 np00000 np00000 np00000 nc0n000 np00000 np00000 np00000 np00000	0	0	0
7020	np00000 np00000 np00000 vmn0000 np00000 np00000 np00000 np00000 sp000 nc0s000 nc0s000 sp000 da0000 np00000 np00000 np00000 np00000 sp000 np00000 nc0s000 np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7021	np00000 vm00000 vmn0000 nc0s000 cc vaip000 vmp0000 nc0s000 vmn0000 nc0n000 np00000 np00000 np00000 np00000 nc0s000 cc np00000 np00000 np00000 np00000 np00000 sp000 nc0s000	0	0	0
7022	np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 vmsp000 nc0s000 np00000 np00000 np00000 sp000 z0 nc0s000 z0 aq0000 vsip000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7023	np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 pp000000 vmip000 np00000	0	0	0
7024	vmis000 np00000 np00000 np00000 np00000 np00000 np00000 vaip000 np00000 sp000 nc0s000 sp000 np00000 np00000 np00000 np00000 np00000 sp000 aq0000 np00000	0	0	0
7025	w np00000 np00000 vmsp000 da0000 nc0s000 np00000 z0 vmn0000 np00000 np00000 np00000 np00000 np00000	0	0	0
7026	cc sp000 aq0000 nc0s000	0	0	0
7027	np00000 sp000 nc0s000 nc0s000 np00000 np00000 np00000 nc0n000 np00000 np00000 np00000 np00000 np00000 vm00000 np00000 np00000	0	0	0
7028	pp000000 np00000 np00000 vm00000 di0000 nc0s000 sp000 np00000	0	0	0
7029	np00000 vm00000 di0000 nc0s000 np00000 np00000 np00000 np00000 aq0000 vm00000 np00000 nc0s000 np00000	0	0	0
7030	np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 nc0s000 np00000 w nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
7031	nc0p000 np00000 np00000 z0 zm np00000 nc0s000 np00000 np00000 nc0s000 cc nc0p000	0	0	0
7032	np00000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7033	np00000 vmsp000 vmic000 rg vmip000 aq0000 nc0s000 z0 np00000 np00000 np00000 vmip000 nc0s000 np00000 fit	0	0	0
7034	np00000 vmsp000 nc0s000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 cc zm np00000 nc0s000 np00000 np00000 np00000	0	0	0
7035	aq0000 fd np00000 np00000 aq0000 vsis000 np00000 np00000 np00000 vmsp000 vmip000 sp000 aq0000 np00000 np00000 np00000 np00000	0	0	0
7036	np00000 np00000 np00000 sp000 nc0s000 vsip000 aq0000 sp000 np00000 np00000 np00000 np00000 np00000 nc00000	0	0	0
7037	np00000 np00000 np00000 np00000 np00000 vmsp000 pd000000 np00000 np00000 np00000 np00000 np00000 nc0n000 np00000 np00000 np00000 np00000 np00000 np00000	0	0	0
7038	np00000 pd000000 vmip000 sp000 zm aq0000 np00000 np00000 np00000 np00000	0	0	0
7039	np00000 np00000 np00000 np00000 nc00000	0	0	0
7040	nc0s000 fh nc0s000 vsip000 pd000000 np00000 np00000 np00000 pp000000 va00000 np00000 fh nc00000 aq0000 vmis000 aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc00000	0	0	0
7041	np00000 rg rg np00000 np00000 np00000 nc00000 np00000	0	0	0
7042	np00000 fh aq0000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 np00000 nc0s000 aq0000 nc0s000 rg	0	0	0
7043	vmip000	0	0	0
7044	np00000 np00000 nc0p000 np00000 np00000 np00000 np00000 np00000	0	0	0
7045	vmis000 np00000 np00000 np00000 np00000 np00000 nc0s000 np00000 np00000 np00000 vmis000 aq0000 vmn0000 np00000 np00000	0	0	0
7046	nc0n000 np00000 np00000 np00000 np00000 aq0000 nc0s000 cc nc0s000 nc0p000 aq0000 rg pp000000 vmis000 nc0s000 np00000 np00000 np00000 np00000 np00000 nc0s000 nc0s000 np00000 np00000	0	0	0
7047	nc0n000 fd vmm0000 nc0s000 z0 np00000 np00000 np00000 np00000 np00000 np00000 np00000 fg np00000 np00000	0	0	0
7048	np00000 vmsp000 nc0s000 nc0s000 aq0000 rg sp000 nc0s000 nc0s000 np00000 np00000 np00000	0	0	0
7049	np00000 fh aq0000 np00000 np00000 np00000 np00000 np00000	0	0	0
7050	nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
7051	i	0	0	0
7052	nc0n000 np00000 nc0s000 np00000 np00000 np00000 np00000 np00000	0	0	0
